model_name,auc,spauc,f1,metric,f1_real,f1_fake,recall,recall_real,recall_fake,precision,precision_real,precision_fake,acc,acc_real,acc_fake
mdfend_endef,0.878 ,0.781 ,0.812 ,0.812 ,0.906 ,0.720 ,0.788 ,0.923 ,0.645 ,0.839 ,0.860 ,0.805 ,0.851 ,0.877 ,0.824 
