model_name,auc,spauc,f1,metric,f1_real,f1_fake,recall,recall_real,recall_fake,precision,precision_real,precision_fake,acc,acc_real,acc_fake
eann,0.874,0.780,0.809,0.809,0.904,0.713,0.790,0.942,0.637,0.840,0.869,0.811,0.857,0.869,0.811
