model_name,auc,spauc,f1,metric,f1_real,f1_fake,recall,recall_real,recall_fake,precision,precision_real,precision_fake,acc,acc_real,acc_fake
bigru,0.852,0.755,0.791,0.791,0.897,0.684,0.770,0.941,0.599,0.827,0.858,0.797,0.845,0.858,0.797
