model_name,auc,spauc,f1,metric,f1_real,f1_fake,recall,recall_real,recall_fake,precision,precision_real,precision_fake,acc,acc_real,acc_fake
eann_endef,0.877,0.780,0.814,0.814,0.907,0.721,0.794,0.946,0.643,0.847,0.872,0.821,0.861,0.872,0.821
